,treino,previsto
gamma1,[0.4606660816810936],[0.49106866121292114]
gamma2,[0.961985163786831],[0.931698739528656]
gamma3,[0.17655246550171377],[0.17157569527626038]
gamma4,[0.6047448911757226],[0.5929790139198303]
JIX,[-0.08278658122587723],[-0.05339488014578819]
JIY,[0.75573580747802],[0.7838394641876221]
JIZ,[-0.936307039182035],[-0.9975020885467529]
JXI,[-0.43514770769241484],[-0.4925418496131897]
JYI,[0.9235823398396055],[0.9658173322677612]
JZI,[0.32863746890923196],[0.38981500267982483]
JXX,[-0.7432552611528482],[-0.6800523400306702]
JXY,[-0.3032215345335192],[-0.3285967707633972]
JXZ,[0.7594986370688406],[0.7499950528144836]
JYX,[-0.11847555907257856],[-0.1162610575556755]
JYY,[-0.9427359472588261],[-0.9114735126495361]
JYZ,[0.7923633416986142],[0.8171537518501282]
JZX,[-0.7402518531783084],[-0.7690685987472534]
JZY,[0.2825321585235483],[0.2470424622297287]
JZZ,[0.23915971379161394],[0.1682625561952591]
