,treino,previsto
gamma1,[0.1692370701348863],[0.17361384630203247]
gamma2,[0.3602371232890349],[0.3628171682357788]
gamma3,[0.44091632364843825],[0.40258440375328064]
gamma4,[0.2288147816548517],[0.21189334988594055]
JIX,[0.23428295333990445],[0.06834085285663605]
JIY,[0.7802771064051002],[0.6641313433647156]
JIZ,[-0.0870255604078809],[-0.15135331451892853]
JXI,[0.42280951861583915],[0.47240009903907776]
JYI,[0.8739626067564656],[0.8398329019546509]
JZI,[0.041119655381228304],[0.2609395384788513]
JXX,[0.46768034181955564],[0.41992753744125366]
JXY,[0.45606486545824554],[0.47434112429618835]
JXZ,[0.7163732339305475],[0.735929012298584]
JYX,[-0.9264151318174876],[-0.9773640036582947]
JYY,[-0.661415621972901],[-0.6138565540313721]
JYZ,[0.9939517430031608],[0.950487494468689]
JZX,[0.4936040808612847],[0.46396613121032715]
JZY,[-0.47800393580086764],[-0.6143313050270081]
JZZ,[0.48488572323438395],[0.7329131364822388]
