,treino,previsto
gamma1,[0.21101029956774453],[0.21437019109725952]
gamma2,[0.8480765801722641],[0.7568732500076294]
gamma3,[0.7173017220824032],[0.7102352976799011]
gamma4,[0.07495132545320449],[0.07729731500148773]
JIX,[-0.4562491712318184],[-0.3622181713581085]
JIY,[-0.02394358429818433],[0.033377695828676224]
JIZ,[-0.8362413152576669],[-0.7964999079704285]
JXI,[-0.32253302601586054],[-0.5706295371055603]
JYI,[-0.855332784589292],[-0.8458313941955566]
JZI,[-0.9779272658402001],[-1.0225750207901]
JXX,[-0.4322994082024627],[-0.44384801387786865]
JXY,[-0.7645872688839439],[-0.8647767901420593]
JXZ,[-0.37792355037599856],[-0.626424252986908]
JYX,[0.4869415856794128],[0.4558008909225464]
JYY,[-0.9284885689746154],[-0.9656515121459961]
JYZ,[0.24987511436094323],[0.2597675919532776]
JZX,[-0.7299776781859193],[-0.6610609889030457]
JZY,[0.5901424869311658],[0.5798712968826294]
JZZ,[0.47393524876420434],[0.3753708600997925]
