,treino,previsto
gamma1,[0.3375473620472763],[0.3376368582248688]
gamma2,[0.4335188106185648],[0.4334445595741272]
gamma3,[0.14416802024761088],[0.14419201016426086]
gamma4,[0.7287254214522619],[0.7287116646766663]
JXX,[-0.02766565445920155],[-0.02761858142912388]
JXY,[-0.2813102593254373],[-0.28145524859428406]
JXZ,[-0.188999914209238],[-0.18915873765945435]
JYX,[-0.340400904802481],[-0.3404856324195862]
JYY,[-0.6648234377107922],[-0.6650283336639404]
JYZ,[0.26359431455016225],[0.2635065019130707]
JZX,[0.7875587270091329],[0.7873772978782654]
JZY,[0.3776271654931602],[0.3774065673351288]
JZZ,[0.2695593710882205],[0.26960936188697815]
JIX,[-0.01102512804113065],[-0.011167172342538834]
JIY,[0.11338346029479829],[0.11338848620653152]
JIZ,[0.6194855109905537],[0.6195080876350403]
JXI,[-0.358768861095224],[-0.3588602542877197]
JYI,[-0.35806504184041565],[-0.35838282108306885]
JZI,[0.38633367460551105],[0.3865046799182892]
