,treino,previsto
gamma1,[0.9440284133783025],[0.8371454477310181]
gamma2,[0.23455786830952863],[0.2000436782836914]
gamma3,[0.23739673346449208],[0.17550154030323029]
gamma4,[0.7348256957943416],[0.6487889289855957]
JIX,[-0.6374702733335573],[-0.5875171422958374]
JIY,[0.3228610969904888],[0.39149031043052673]
JIZ,[-0.3308805936649999],[-0.4201534390449524]
JXI,[-0.6041207916749591],[-0.5032032132148743]
JYI,[-0.02096932190376899],[0.017513688653707504]
JZI,[-0.01193064178564951],[0.026955200359225273]
JXX,[-0.04045491970371362],[-0.02400793321430683]
JXY,[-0.08333777059837977],[-0.1040453165769577]
JXZ,[-0.47093939488950465],[-0.4242808520793915]
JYX,[-0.4923981294150117],[-0.39011693000793457]
JYY,[0.3837602007091041],[0.33180713653564453]
JYZ,[-0.35112371262750175],[-0.32726848125457764]
JZX,[0.34964114073581687],[0.2210235893726349]
JZY,[0.5743484076012979],[0.6641417741775513]
JZZ,[0.7318910951487247],[0.6927151083946228]
