,treino,previsto
gamma1,[0.149835057407401],[0.09491868317127228]
gamma2,[0.7231696718848062],[0.5769453644752502]
gamma3,[0.16751077963049055],[0.19004517793655396]
gamma4,[0.654655200922515],[0.5918174982070923]
JIX,[-0.23795862000845713],[-0.14310646057128906]
JIY,[-0.5385616273790497],[-0.567662239074707]
JIZ,[-0.6679265513717296],[-0.42221659421920776]
JXI,[0.8276668695454259],[0.5144125819206238]
JYI,[0.155878050571864],[0.24636080861091614]
JZI,[0.38026531463053437],[0.2527027428150177]
JXX,[0.10611895139196825],[0.5681257843971252]
JXY,[-0.2329118720894543],[-0.8175386786460876]
JXZ,[0.46324841325362565],[0.9355725049972534]
JYX,[0.15285591795039477],[0.7580463290214539]
JYY,[0.562419135109645],[0.9737396240234375]
JYZ,[0.3231619447148433],[0.20334069430828094]
JZX,[0.6785960349192279],[0.7489787936210632]
JZY,[-0.12121097819798488],[0.1989804208278656]
JZZ,[-0.6899011584123196],[-0.06682842969894409]
