,treino,previsto
gamma1,[0.1692370701348863],[0.1701614260673523]
gamma2,[0.3602371232890349],[0.36235105991363525]
gamma3,[0.44091632364843825],[0.4294852018356323]
gamma4,[0.2288147816548517],[0.22582775354385376]
JIX,[0.23428295333990445],[0.18549391627311707]
JIY,[0.7802771064051002],[0.747455358505249]
JIZ,[-0.0870255604078809],[-0.11337340623140335]
JXI,[0.42280951861583915],[0.4363260865211487]
JYI,[0.8739626067564656],[0.8646384477615356]
JZI,[0.041119655381228304],[0.10372097790241241]
JXX,[0.46768034181955564],[0.4540480971336365]
JXY,[0.45606486545824554],[0.46665793657302856]
JXZ,[0.7163732339305475],[0.7218624353408813]
JYX,[-0.9264151318174876],[-0.9407085180282593]
JYY,[-0.661415621972901],[-0.6491885781288147]
JYZ,[0.9939517430031608],[0.9818775057792664]
JZX,[0.4936040808612847],[0.4886280298233032]
JZY,[-0.47800393580086764],[-0.5161275863647461]
JZZ,[0.48488572323438395],[0.5582427978515625]
