,treino,previsto
gamma1,[0.7911525137028831],[0.7945878505706787]
gamma2,[0.007468944436742619],[0.005061826668679714]
gamma3,[0.3833047283684954],[0.3341776430606842]
gamma4,[0.30461586515781447],[0.30440327525138855]
JIX,[-0.2872035864745557],[-0.34377527236938477]
JIY,[0.6623205548983861],[0.7054552435874939]
JIZ,[-0.2952427056704183],[-0.33564674854278564]
JXI,[-0.8825503740913454],[-0.859057605266571]
JYI,[-0.05333894071130718],[-0.01971709355711937]
JZI,[0.4563627662832759],[0.40786683559417725]
JXX,[0.35697982544055074],[0.44612225890159607]
JXY,[-0.8706931801415108],[-0.8924626708030701]
JXZ,[-0.0059663070718503075],[0.0007701144786551595]
JYX,[-0.6081501633286799],[-0.5528775453567505]
JYY,[-0.930926402572763],[-0.8553118705749512]
JYZ,[0.9592415959706198],[1.0296576023101807]
JZX,[0.40975020468332324],[0.4683859050273895]
JZY,[-0.27806031697958034],[-0.3677992820739746]
JZZ,[0.5519991186261384],[0.5283177495002747]
