,treino,previsto
gamma1,[0.2356150800222051],[0.23522043228149414]
gamma2,[0.17464896550344733],[0.17254255712032318]
gamma3,[0.4244121561757058],[0.42370176315307617]
gamma4,[0.9777111756227775],[0.974353015422821]
JIX,[0.6289562908956208],[0.6268386840820312]
JIY,[-0.8079541131822325],[-0.8063201904296875]
JIZ,[0.8487886289478179],[0.8450035452842712]
JXI,[0.46084424662008483],[0.4590667486190796]
JYI,[-0.4853199609607668],[-0.48513010144233704]
JZI,[-0.14503240733877742],[-0.14511914551258087]
JXX,[-0.9317073426318694],[-0.929959237575531]
JXY,[-0.7054176645697114],[-0.7039912343025208]
JXZ,[0.3028950750933861],[0.3024310767650604]
JYX,[0.5443779477967157],[0.5424667000770569]
JYY,[-0.6226038497325039],[-0.6211039423942566]
JYZ,[0.3931749682300858],[0.3928361237049103]
JZX,[-0.24234069920584478],[-0.24132293462753296]
JZY,[0.09185539200009729],[0.09247025847434998]
JZZ,[0.6680002796644271],[0.6671110987663269]
