,treino,previsto
gamma1,[0.22860972534891622],[0.22862538695335388]
gamma2,[0.8578370973942192],[0.8577824831008911]
gamma3,[0.8745326053736207],[0.8744854927062988]
gamma4,[0.7976159923774808],[0.797561526298523]
JXX,[0.7589825362693423],[0.7589312791824341]
JXY,[0.3627013288028291],[0.3627355992794037]
JXZ,[0.7146847649630497],[0.7146415114402771]
JYX,[0.9996324683322388],[0.9997234344482422]
JYY,[-0.5205696356724228],[-0.52057945728302]
JYZ,[-0.3238444854866003],[-0.3237515985965729]
JZX,[0.41638866597025537],[0.4164374768733978]
JZY,[-0.4388366283137255],[-0.43885794281959534]
JZZ,[-0.4733714857050786],[-0.4733543395996094]
JIX,[0.9304842831042459],[0.93047034740448]
JIY,[-0.9766906124157178],[-0.976656973361969]
JIZ,[0.4719832395937509],[0.4718087911605835]
JXI,[-0.6839745504705037],[-0.6839067935943604]
JYI,[0.9726789033256467],[0.9725580811500549]
JZI,[-0.9662386915840475],[-0.9663799405097961]
