,treino,previsto
gamma1,[0.9440284133783025],[0.9435065984725952]
gamma2,[0.23455786830952863],[0.2345862239599228]
gamma3,[0.23739673346449208],[0.2371583729982376]
gamma4,[0.7348256957943416],[0.7339434623718262]
JXX,[-0.04045491970371362],[-0.04028897359967232]
JXY,[-0.08333777059837977],[-0.083275206387043]
JXZ,[-0.47093939488950465],[-0.470244437456131]
JYX,[-0.4923981294150117],[-0.4921179711818695]
JYY,[0.3837602007091041],[0.3832368850708008]
JYZ,[-0.35112371262750175],[-0.3511430621147156]
JZX,[0.34964114073581687],[0.34928587079048157]
JZY,[0.5743484076012979],[0.5736355185508728]
JZZ,[0.7318910951487247],[0.7309184670448303]
JIX,[-0.6374702733335573],[-0.636917233467102]
JIY,[0.3228610969904888],[0.32232192158699036]
JIZ,[-0.3308805936649999],[-0.33121976256370544]
JXI,[-0.6041207916749591],[-0.6034417748451233]
JYI,[-0.02096932190376899],[-0.021170953288674355]
JZI,[-0.01193064178564951],[-0.012448788620531559]
