,treino,previsto
gamma1,[0.5449414806032167],[0.5428306460380554]
gamma2,[0.2204406220406967],[0.24203799664974213]
gamma3,[0.5892656838759087],[0.5498512983322144]
gamma4,[0.8094304566778266],[0.7488900423049927]
JIX,[0.2788535969157675],[0.3214360773563385]
JIY,[-0.9499784895546661],[-0.9149940609931946]
JIZ,[-0.4499413632617615],[-0.47284892201423645]
JXI,[-0.5535785237023545],[-0.6543795466423035]
JYI,[0.4729424283280248],[0.3960261642932892]
JZI,[0.3533989748458226],[0.3831607699394226]
JXX,[0.7843591354096908],[0.7937897443771362]
JXY,[-0.8261223347411677],[-0.8621430993080139]
JXZ,[-0.15615636062945915],[-0.2020995318889618]
JYX,[-0.9404055611238593],[-0.8187276124954224]
JYY,[-0.5627240503927933],[-0.4990656077861786]
JYZ,[0.010710576206724776],[-0.021015876904129982]
JZX,[-0.9469280606322728],[-0.975161612033844]
JZY,[-0.602324698626703],[-0.6447275876998901]
JZZ,[0.2997688755590464],[0.33840763568878174]
