,treino,previsto
gamma1,[0.35803267961629326],[0.35807210206985474]
gamma2,[0.260402331953273],[0.26033204793930054]
gamma3,[0.8042812841588886],[0.8040715456008911]
gamma4,[0.6316639223416798],[0.6316910982131958]
JXX,[0.4681187282893935],[0.46821966767311096]
JXY,[0.3169000364801515],[0.31641271710395813]
JXZ,[-0.39402405222328984],[-0.3947174549102783]
JYX,[0.36846625615391093],[0.36862123012542725]
JYY,[-0.2066527099339721],[-0.2069750875234604]
JYZ,[0.5550331757802247],[0.5544363260269165]
JZX,[-0.7632008602691229],[-0.763346254825592]
JZY,[-0.5534677673755009],[-0.5534544587135315]
JZZ,[0.8029261725493977],[0.802935004234314]
JIX,[-0.7863429245966886],[-0.7863821983337402]
JIY,[0.40517104797371095],[0.40552014112472534]
JIZ,[0.30408404062855077],[0.30481070280075073]
JXI,[0.8807047791322358],[0.8794463276863098]
JYI,[-0.4577695468793537],[-0.45787665247917175]
JZI,[-0.48844897313392166],[-0.4875045418739319]
