,treino,previsto
gamma1,[0.3375473620472763],[0.33229294419288635]
gamma2,[0.4335188106185648],[0.43200960755348206]
gamma3,[0.14416802024761088],[0.14709682762622833]
gamma4,[0.7287254214522619],[0.7394859790802002]
JIX,[-0.01102512804113065],[0.008136874996125698]
JIY,[0.11338346029479829],[0.08759835362434387]
JIZ,[0.6194855109905537],[0.5821489691734314]
JXI,[-0.358768861095224],[-0.34885621070861816]
JYI,[-0.35806504184041565],[-0.3358682096004486]
JZI,[0.38633367460551105],[0.3691805303096771]
JXX,[-0.02766565445920155],[-0.031162699684500694]
JXY,[-0.2813102593254373],[-0.27430617809295654]
JXZ,[-0.188999914209238],[-0.20853933691978455]
JYX,[-0.340400904802481],[-0.33283641934394836]
JYY,[-0.6648234377107922],[-0.6283376812934875]
JYZ,[0.26359431455016225],[0.2758593261241913]
JZX,[0.7875587270091329],[0.8377441763877869]
JZY,[0.3776271654931602],[0.37428566813468933]
JZZ,[0.2695593710882205],[0.27795541286468506]
