,treino,previsto
gamma1,[0.3493243355051877],[0.3414747416973114]
gamma2,[0.16679970202499006],[0.16236087679862976]
gamma3,[0.34767461274915756],[0.3444076180458069]
gamma4,[0.03029517373803181],[0.04660194739699364]
JIX,[-0.3524933083584687],[-0.3307341933250427]
JIY,[0.24005897043108937],[0.21184666454792023]
JIZ,[-0.9830400010208644],[-0.990727961063385]
JXI,[0.9657155745444512],[0.9559361338615417]
JYI,[0.6443170123795019],[0.6547107100486755]
JZI,[0.9980395764003489],[1.029869794845581]
JXX,[-0.4732993977256994],[-0.47613731026649475]
JXY,[-0.601022697802895],[-0.5565270185470581]
JXZ,[-0.8905240506758743],[-0.9123403429985046]
JYX,[-0.6123952492363249],[-0.6614917516708374]
JYY,[-0.951628553680506],[-0.9354422092437744]
JYZ,[0.38347605655689154],[0.4170534610748291]
JZX,[-0.26866060598167785],[-0.2598157823085785]
JZY,[0.6311232813762566],[0.5878025889396667]
JZZ,[0.5213440527032356],[0.506816565990448]
