,treino,previsto
gamma1,[0.7976834640931965],[0.7968844771385193]
gamma2,[0.6715515831338204],[0.6700308918952942]
gamma3,[0.04510972210455566],[0.045289088040590286]
gamma4,[0.4658771443546851],[0.46525439620018005]
JXX,[0.9040597871742617],[0.902780294418335]
JXY,[-0.14288133986122675],[-0.14161807298660278]
JXZ,[0.6680513959234107],[0.6671267151832581]
JYX,[0.9200527003028165],[0.9192960858345032]
JYY,[-0.9591939086411334],[-0.9576950669288635]
JYZ,[-0.9739188441020281],[-0.9725198745727539]
JZX,[-0.12798590426185763],[-0.12736624479293823]
JZY,[0.9198433596040032],[0.918241560459137]
JZZ,[-0.09101376905350467],[-0.0908171609044075]
JIX,[0.09360310707326613],[0.09414734691381454]
JIY,[-0.751762199047689],[-0.7512866854667664]
JIZ,[-0.439812774919055],[-0.4408089518547058]
JXI,[-0.13859556840738407],[-0.13772790133953094]
JYI,[-0.9662104295599947],[-0.9652014970779419]
JZI,[-0.0036095623537208965],[-0.004221040289849043]
