,treino,previsto
gamma1,[0.9009141618624731],[0.9007251858711243]
gamma2,[0.22983153776309395],[0.22968807816505432]
gamma3,[0.44584221367087673],[0.44574490189552307]
gamma4,[0.16676022890484743],[0.1667729765176773]
JIX,[-0.007687660399174678],[-0.007568360771983862]
JIY,[0.7135280737268923],[0.71331387758255]
JIZ,[-0.8226115535480942],[-0.822509765625]
JXI,[-0.24315592595339663],[-0.24326537549495697]
JYI,[-0.901677355883151],[-0.901364803314209]
JZI,[0.29958585220893297],[0.2994789481163025]
JXX,[-0.6216283712709287],[-0.6214866042137146]
JXY,[-0.3820884662461579],[-0.38176244497299194]
JXZ,[0.6372988369628543],[0.6368860006332397]
JYX,[-0.8907656012382117],[-0.8905094265937805]
JYY,[-0.692922154771433],[-0.6926206350326538]
JYZ,[-0.397379389990171],[-0.3972463011741638]
JZX,[0.6231667131509544],[0.6229522824287415]
JZY,[-0.04911682328475431],[-0.04936116933822632]
JZZ,[0.25230496685491355],[0.25225141644477844]
