,treino,previsto
gamma1,[0.8620792033230213],[0.8619651198387146]
gamma2,[0.6417943230689989],[0.6416991353034973]
gamma3,[0.6336250886311446],[0.633796215057373]
gamma4,[0.164948954154845],[0.16513203084468842]
JIX,[-0.1579107714267074],[-0.1578609049320221]
JIY,[0.12982945963868775],[0.1299450397491455]
JIZ,[0.1162808953521044],[0.11626118421554565]
JXI,[0.17770025530371414],[0.17760682106018066]
JYI,[0.6015631527261587],[0.6012706160545349]
JZI,[0.9337535631262239],[0.93354731798172]
JXX,[0.34522097948514796],[0.3451460897922516]
JXY,[0.6176103665600245],[0.6171875596046448]
JXZ,[0.14054965261621977],[0.14043551683425903]
JYX,[-0.057005328552494294],[-0.05653824657201767]
JYY,[0.6766620402066199],[0.6765868067741394]
JYZ,[0.9918981802172229],[0.9916259050369263]
JZX,[0.14516441029200244],[0.14535604417324066]
JZY,[0.2620772322779299],[0.262210875749588]
JZZ,[-0.8756951236202168],[-0.8754784464836121]
