,treino,previsto
gamma1,[0.46996047909566496],[0.4621124267578125]
gamma2,[0.07344097236025571],[0.05870923399925232]
gamma3,[0.5535311897079374],[0.5247136950492859]
gamma4,[0.37664963051624745],[0.3891911506652832]
JIX,[0.16151432986791336],[0.17360442876815796]
JIY,[-0.5885520020378399],[-0.586026668548584]
JIZ,[0.28393873546227],[0.168776273727417]
JXI,[0.8929708779032515],[1.1722993850708008]
JYI,[-0.9175870687900451],[-0.8987498879432678]
JZI,[-0.10120076827109403],[-0.06436730176210403]
JXX,[-0.2931088962646198],[-0.38367724418640137]
JXY,[-0.4241611986546143],[-0.46616095304489136]
JXZ,[0.7538488993092554],[0.9745133519172668]
JYX,[0.933461896331194],[0.9556021094322205]
JYY,[0.6077893468042093],[0.5781974792480469]
JYZ,[-0.1619387971769919],[-0.16325804591178894]
JZX,[0.7436744955183132],[0.6965274810791016]
JZY,[-0.79078137856082],[-0.8335437774658203]
JZZ,[-0.020704221524552313],[0.056768689304590225]
