,treino,previsto
gamma1,[0.041785415602753395],[0.06278514117002487]
gamma2,[0.7335413506775065],[0.7288914322853088]
gamma3,[0.1060683270342535],[0.15468333661556244]
gamma4,[0.3424554918369298],[0.26139169931411743]
JIX,[0.4833378712291465],[0.5637607574462891]
JIY,[0.881607766294431],[1.1634118556976318]
JIZ,[0.49480679370832537],[0.1930951625108719]
JXI,[0.8162851259228743],[0.7283073663711548]
JYI,[-0.7780454366399887],[-0.7762253880500793]
JZI,[0.15954636399993594],[0.2629820704460144]
JXX,[-0.1362653751785774],[-0.14824563264846802]
JXY,[-0.4690148425097873],[-0.5427930355072021]
JXZ,[0.7208183359380034],[0.8971642255783081]
JYX,[-0.34119700732639613],[-0.41010358929634094]
JYY,[0.9473411821310671],[0.9371963143348694]
JYZ,[-0.2774932061648101],[-0.13943929970264435]
JZX,[0.10724944842999884],[0.2026107907295227]
JZY,[0.5484521505152973],[0.2665592432022095]
JZZ,[0.5634961891752752],[0.638904869556427]
