,treino,previsto
gamma1,[0.6556656514896784],[0.6550958752632141]
gamma2,[0.7707825372818101],[0.770122766494751]
gamma3,[0.6486473098880531],[0.648068904876709]
gamma4,[0.7519567103881644],[0.7511861324310303]
JXX,[-0.654314601549209],[-0.6527625918388367]
JXY,[-0.7562164546869965],[-0.7547954320907593]
JXZ,[-0.6778506698956863],[-0.677298903465271]
JYX,[-0.9340598937863975],[-0.9335255026817322]
JYY,[0.10681764632445323],[0.10714389383792877]
JYZ,[-0.7618314373676482],[-0.7591010928153992]
JZX,[0.24341659002924376],[0.24351827800273895]
JZY,[-0.26427903177630796],[-0.26443812251091003]
JZZ,[0.8135483283424336],[0.8134203553199768]
JIX,[0.8246867187194984],[0.8240734338760376]
JIY,[-0.011300505399674421],[-0.010516434907913208]
JIZ,[0.13160290901296068],[0.12988129258155823]
JXI,[-0.2934101986418025],[-0.2932388484477997]
JYI,[-0.7727670059828655],[-0.7704061269760132]
JZI,[-0.28923988122014976],[-0.28736573457717896]
