,treino,previsto
gamma1,[0.12640920672312728],[0.13343870639801025]
gamma2,[0.009410839419584538],[0.006315752863883972]
gamma3,[0.7306841520443098],[0.7495331168174744]
gamma4,[0.8428419545513766],[0.8466302752494812]
JIX,[-0.8451564322933918],[-0.8786924481391907]
JIY,[-0.5727664210700234],[-0.580994725227356]
JIZ,[-0.39374332579442917],[-0.3059692978858948]
JXI,[0.8004273658662282],[0.6916311383247375]
JYI,[-0.00749501549718401],[-0.026758871972560883]
JZI,[0.4404811417840462],[0.4085649251937866]
JXX,[-0.7995292644989436],[-0.7632416486740112]
JXY,[0.01785411432893702],[-0.031089121475815773]
JXZ,[0.686145857826806],[0.5806066989898682]
JYX,[0.04559862152587302],[0.06121307983994484]
JYY,[0.8894015102484911],[0.9187353253364563]
JYZ,[0.7636002670045339],[0.6996229290962219]
JZX,[-0.25807865558248366],[-0.27450430393218994]
JZY,[-0.9985078045366769],[-0.907581627368927]
JZZ,[0.5105343726506062],[0.5006009936332703]
