,treino,previsto
gamma1,[0.23225271643321965],[0.2649613618850708]
gamma2,[0.23269495139955365],[0.2855711579322815]
gamma3,[0.04233541665118867],[0.0637558326125145]
gamma4,[0.9975612088693158],[0.6701576113700867]
JIX,[-0.6701010403336041],[-0.38625064492225647]
JIY,[0.3795338484351347],[0.36033347249031067]
JIZ,[0.26999988080944126],[0.5939455032348633]
JXI,[-0.04179905588509758],[-0.0906168669462204]
JYI,[-0.5679713042121943],[-0.7567300200462341]
JZI,[0.5852667164004928],[0.4310661852359772]
JXX,[0.6157086039068553],[0.6804925799369812]
JXY,[0.02491247927518625],[-0.19812273979187012]
JXZ,[0.010168306940023353],[0.10297127068042755]
JYX,[-0.527887273007579],[-0.4694496989250183]
JYY,[-0.9936387387794057],[-0.8855980634689331]
JYZ,[-0.2579066167357844],[-0.1481657326221466]
JZX,[0.17072499436424837],[0.2053331732749939]
JZY,[-0.8614704736333774],[-0.4371228814125061]
JZZ,[0.5875020437139302],[0.5615419149398804]
