,treino,previsto
gamma1,[0.5765919646489391],[0.5762757062911987]
gamma2,[0.9810562099841368],[0.9802394509315491]
gamma3,[0.48333826247680256],[0.483167439699173]
gamma4,[0.31783677819012823],[0.3179258406162262]
JXX,[0.3965657038489854],[0.39675581455230713]
JXY,[-0.95637294402159],[-0.9559956789016724]
JXZ,[-0.18553914661270632],[-0.1852613240480423]
JYX,[-0.3709913181225113],[-0.3703811764717102]
JYY,[-0.4898356945172957],[-0.48959675431251526]
JYZ,[-0.3218953854275173],[-0.3217684328556061]
JZX,[-0.4481023679423799],[-0.4475352168083191]
JZY,[0.00863258254418886],[0.00857400894165039]
JZZ,[-0.9774703257667732],[-0.9768667817115784]
JIX,[-0.25881137975062707],[-0.25837242603302]
JIY,[0.8152502726521875],[0.8151154518127441]
JIZ,[-0.2079467635711556],[-0.2078256756067276]
JXI,[-0.587893141865695],[-0.5875902771949768]
JYI,[0.6355952820309936],[0.6350238919258118]
JZI,[0.5175681866126696],[0.5166671276092529]
