,treino,previsto
gamma1,[0.32815001334865257],[0.3465990424156189]
gamma2,[0.2737581923538134],[0.29927799105644226]
gamma3,[0.6737605112059536],[0.6215164065361023]
gamma4,[0.9727359863624989],[0.7234100699424744]
JIX,[-0.10972154968635439],[-0.018880395218729973]
JIY,[-0.4118230353222292],[-0.3364937901496887]
JIZ,[0.8188577481051011],[0.6495978832244873]
JXI,[-0.031387304368323043],[-0.008556434884667397]
JYI,[-0.8259080739809848],[-0.8077512383460999]
JZI,[0.4999159288187607],[0.4664241373538971]
JXX,[-0.849123527714404],[-0.741460919380188]
JXY,[-0.5949888037030053],[-0.4070896804332733]
JXZ,[-0.8521523054463589],[-0.7640165686607361]
JYX,[0.25641529719452016],[0.18630832433700562]
JYY,[0.6850666514970689],[0.7911628484725952]
JYZ,[0.2223887601504444],[0.23184067010879517]
JZX,[-0.555055593525728],[-0.4362450838088989]
JZY,[0.6900198748973474],[0.639828622341156]
JZZ,[0.7430289704795401],[0.6000016331672668]
