,treino,previsto
gamma1,[0.15715716159662585],[0.1372910737991333]
gamma2,[0.23801220246653276],[0.22650554776191711]
gamma3,[0.11094752797801466],[0.11564646661281586]
gamma4,[0.5062690516689823],[0.512241005897522]
JIX,[-0.0739852843699571],[-0.05107489600777626]
JIY,[-0.2533761372099159],[-0.2742697298526764]
JIZ,[-0.7229211749710895],[-0.6148840188980103]
JXI,[0.7331236999726827],[0.7759432196617126]
JYI,[-0.9871298918377533],[-0.9777176976203918]
JZI,[0.005564160104416738],[-0.049549661576747894]
JXX,[0.7965959400638762],[0.9218844771385193]
JXY,[-0.838370705633998],[-0.8580572009086609]
JXZ,[0.10854093635657214],[-0.011569001711905003]
JYX,[0.2333000853672369],[0.20379513502120972]
JYY,[-0.9182084690303769],[-0.833247721195221]
JYZ,[-0.2419607912091286],[-0.26178792119026184]
JZX,[0.4069607845874941],[0.4870740473270416]
JZY,[-0.09595815909994854],[-0.08206035941839218]
JZZ,[0.4501307371644181],[0.5309311151504517]
