,treino,previsto
gamma1,[0.6084021478742864],[0.6077154874801636]
gamma2,[0.014432392962091867],[-0.012450874783098698]
gamma3,[0.2758368539391567],[0.21003372967243195]
gamma4,[0.14671032194011457],[0.16720373928546906]
JIX,[-0.48198301656905285],[-0.4660874903202057]
JIY,[0.37051598592907387],[0.32361599802970886]
JIZ,[0.36816383603222147],[0.44275927543640137]
JXI,[0.6986723227798604],[0.6359587907791138]
JYI,[-0.6285516522525292],[-0.5375152826309204]
JZI,[-0.5388827820690638],[-0.4710608422756195]
JXX,[-0.7056801636631644],[-0.5902228951454163]
JXY,[-0.5496741288757747],[-0.4604303240776062]
JXZ,[0.4680472044255459],[0.5679041743278503]
JYX,[-0.7395739544804862],[-0.7296639084815979]
JYY,[0.06262950369403653],[0.07064907997846603]
JYZ,[-0.5721849390165186],[-0.4554777443408966]
JZX,[-0.41068649247327493],[-0.335777223110199]
JZY,[-0.13683934321557478],[-0.28465569019317627]
JZZ,[0.6753130210065963],[0.7509706616401672]
