,treino,previsto
gamma1,[0.597688556395288],[0.5974792838096619]
gamma2,[0.5421165774770644],[0.5422364473342896]
gamma3,[0.5157541356479434],[0.5156245827674866]
gamma4,[0.9307106913239862],[0.9304865598678589]
JIX,[0.8272859451097823],[0.8269243240356445]
JIY,[-0.7250439608255377],[-0.7246079444885254]
JIZ,[0.11214027252682701],[0.1120157390832901]
JXI,[-0.033955024334235695],[-0.03401121124625206]
JYI,[0.9179608298470616],[0.9180890917778015]
JZI,[-0.23922049672899326],[-0.23943184316158295]
JXX,[-0.10699918374312611],[-0.10686895996332169]
JXY,[0.1547744383110674],[0.15458503365516663]
JXZ,[-0.23580587094563144],[-0.23577921092510223]
JYX,[0.8238095190865289],[0.8235027194023132]
JYY,[0.7571137578606488],[0.7569062113761902]
JYZ,[0.44747802913247137],[0.4476338028907776]
JZX,[-0.8879859075596246],[-0.8879254460334778]
JZY,[0.9795089930244083],[0.9793416261672974]
JZZ,[0.09779775817461123],[0.09768873453140259]
