,treino,previsto
gamma1,[0.7698919366101026],[0.7683953642845154]
gamma2,[0.36651497477003436],[0.3660464584827423]
gamma3,[0.4716822638085333],[0.47148770093917847]
gamma4,[0.3260282668383443],[0.32555970549583435]
JXX,[0.1623042650091293],[-0.5696446299552917]
JXY,[-0.6104910089317266],[-0.5548116564750671]
JXZ,[0.9305022141222223],[-0.4225297272205353]
JYX,[0.8479528033535886],[0.3840857148170471]
JYY,[-0.06572264360605207],[-0.5747464895248413]
JYZ,[0.3269412890601211],[0.9395159482955933]
JZX,[-0.5709540605240639],[-0.8594760298728943]
JZY,[-0.5566075009475187],[-0.6122694611549377]
JZZ,[-0.4229551332374877],[-0.8202303647994995]
JIX,,[0.16102194786071777]
JIY,,[-0.6092039942741394]
JIZ,,[0.9290797114372253]
JXI,,[0.8468254208564758]
JYI,,[-0.06499359756708145]
JZI,,[0.3260602653026581]
