,treino,previsto
gamma1,[0.22199627351205975],[0.23123590648174286]
gamma2,[0.8090248481419567],[0.7950995564460754]
gamma3,[0.44702127627294486],[0.4322410821914673]
gamma4,[0.7724015287710279],[0.7739105820655823]
JIX,[-0.8531466903953369],[-0.8412878513336182]
JIY,[0.1887238582724753],[0.1946570724248886]
JIZ,[0.9788939235548184],[1.0239511728286743]
JXI,[-0.31203169079243565],[-0.36757493019104004]
JYI,[0.08794858485146739],[0.06917040050029755]
JZI,[-0.25131913562220887],[-0.256328821182251]
JXX,[0.47920496341231167],[0.43277543783187866]
JXY,[0.37092763164172804],[0.32501715421676636]
JXZ,[0.1974549908787],[0.14944230020046234]
JYX,[0.9521627573684557],[0.9645691514015198]
JYY,[0.40583116852207146],[0.3296962380409241]
JYZ,[-0.314340722076323],[-0.3198418915271759]
JZX,[-0.24010228897073405],[-0.20562338829040527]
JZY,[0.2672760341622098],[0.26147860288619995]
JZZ,[0.3840317846476238],[0.3920018672943115]
