,treino,previsto
gamma1,[0.13948974986003737],[0.1391821801662445]
gamma2,[0.163836144803976],[0.16385027766227722]
gamma3,[0.46443579215550523],[0.46424269676208496]
gamma4,[0.8613332758638482],[0.8609433174133301]
JIX,[-0.20502224603708497],[-0.2049693614244461]
JIY,[-0.6209768603323691],[-0.6207737922668457]
JIZ,[0.8048786399510626],[0.8045231103897095]
JXI,[0.25107473156469906],[0.2513522207736969]
JYI,[0.05334375453651985],[0.05394969508051872]
JZI,[0.3934534044238047],[0.3934743404388428]
JXX,[0.7049624374714418],[0.7043773531913757]
JXY,[0.37205632722347204],[0.37192511558532715]
JXZ,[-0.7289865579589982],[-0.728805422782898]
JYX,[0.983481168032575],[0.9831559658050537]
JYY,[-0.7552620814992317],[-0.7549901604652405]
JYZ,[-0.7187700777991153],[-0.7185690999031067]
JZX,[-0.6533605986568296],[-0.6534047722816467]
JZY,[-0.17959942931413186],[-0.17992334067821503]
JZZ,[0.33965764099196205],[0.3396008014678955]
