,treino,previsto
gamma1,[0.3642906472729208],[0.3612060546875]
gamma2,[0.9552362077987966],[0.9423238039016724]
gamma3,[0.01127596271534248],[0.010271761566400528]
gamma4,[0.7216819040125406],[0.7177677154541016]
JXX,[0.13348005804138263],[0.12585633993148804]
JXY,[0.4947781939171796],[0.4904000461101532]
JXZ,[0.5097966322719836],[0.5017365217208862]
JYX,[0.8583989113564305],[0.8484191298484802]
JYY,[-0.45177555601451247],[-0.443706750869751]
JYZ,[-0.2667563735632268],[-0.2637436091899872]
JZX,[0.434689013949763],[0.4311119019985199]
JZY,[0.1705933202916765],[0.17013245820999146]
JZZ,[0.5007357462750803],[0.5046704411506653]
JIX,[0.09738921128764444],[0.10044699162244797]
JIY,[0.5010819007713414],[0.49804267287254333]
JIZ,[0.49461345881920815],[0.48681730031967163]
JXI,[0.7300902479000198],[0.7212210297584534]
JYI,[-0.42818641019276615],[-0.42160993814468384]
JZI,[0.9311449267290317],[0.9084771275520325]
