,treino,previsto
gamma1,[0.149835057407401],[0.1496276557445526]
gamma2,[0.7231696718848062],[0.7226548194885254]
gamma3,[0.16751077963049055],[0.1674562394618988]
gamma4,[0.654655200922515],[0.654766857624054]
JXX,[0.10611895139196825],[0.10292275249958038]
JXY,[-0.2329118720894543],[-0.23215752840042114]
JXZ,[0.46324841325362565],[0.46093836426734924]
JYX,[0.15285591795039477],[0.15111269056797028]
JYY,[0.562419135109645],[0.5594882965087891]
JYZ,[0.3231619447148433],[0.32526636123657227]
JZX,[0.6785960349192279],[0.6789547801017761]
JZY,[-0.12121097819798488],[-0.12315327674150467]
JZZ,[-0.6899011584123196],[-0.6916543245315552]
JIX,[-0.23795862000845713],[-0.2383371889591217]
JIY,[-0.5385616273790497],[-0.5377090573310852]
JIZ,[-0.6679265513717296],[-0.6673833131790161]
JXI,[0.8276668695454259],[0.8264270424842834]
JYI,[0.155878050571864],[0.15543077886104584]
JZI,[0.38026531463053437],[0.3824733793735504]
