,treino,previsto
gamma1,[0.7863044343329872],[0.6864675879478455]
gamma2,[0.9717550117964577],[0.844058632850647]
gamma3,[0.028791618843824085],[0.02511034533381462]
gamma4,[0.9378945220576308],[0.8121107220649719]
JXX,[0.5288222950287738],[0.4695282280445099]
JXY,[-0.9165274392042873],[-0.7991661429405212]
JXZ,[0.36678988670422896],[0.2768823206424713]
JYX,[0.005474927598498214],[0.023627348244190216]
JYY,[0.2708874110817623],[0.2071417272090912]
JYZ,[0.9074652976162696],[0.7926100492477417]
JZX,[0.9735150597652436],[0.7864711880683899]
JZY,[-0.18171866659490643],[-0.19322708249092102]
JZZ,[0.6882869035295207],[0.6388142108917236]
JIX,[0.49458253244656714],[0.3739791810512543]
JIY,[-0.5944947353081806],[-0.5486569404602051]
JIZ,[-0.5896826918056928],[-0.48192647099494934]
JXI,[0.2015142521860358],[0.19886928796768188]
JYI,[-0.8864854257125787],[-0.7771649360656738]
JZI,[0.5526572011585595],[0.449702650308609]
