,treino,previsto
gamma1,[0.7212885992572478],[0.7257369160652161]
gamma2,[0.08366591038506865],[0.09293732792139053]
gamma3,[0.679464779137179],[0.6289050579071045]
gamma4,[0.005343265292397037],[0.01010488998144865]
JIX,[-0.047683475541308695],[-0.05659513548016548]
JIY,[0.2604381086377703],[0.23257146775722504]
JIZ,[-0.19207806086305412],[-0.07032078504562378]
JXI,[0.8400480253526539],[0.8600068092346191]
JYI,[-0.9662967591954601],[-0.8915939331054688]
JZI,[0.9752211014725047],[0.9959055781364441]
JXX,[0.40822888780668243],[0.39506056904792786]
JXY,[0.6079899762951007],[0.6425017714500427]
JXZ,[0.6062115991790376],[0.6419087052345276]
JYX,[-0.5972657695612691],[-0.6087904572486877]
JYY,[0.6388346370785187],[0.6298323273658752]
JYZ,[0.30593781135973064],[0.3455292284488678]
JZX,[-0.7051380860833518],[-0.725385308265686]
JZY,[0.7226628276219034],[0.7160584330558777]
JZZ,[-0.11992738845557072],[-0.09565705806016922]
