,treino,previsto
gamma1,[0.3375473620472763],[0.3187577724456787]
gamma2,[0.4335188106185648],[0.4135524034500122]
gamma3,[0.14416802024761088],[0.15354493260383606]
gamma4,[0.7287254214522619],[0.740833044052124]
JIX,[-0.01102512804113065],[0.05711647495627403]
JIY,[0.11338346029479829],[0.034020230174064636]
JIZ,[0.6194855109905537],[0.5040647983551025]
JXI,[-0.358768861095224],[-0.33248162269592285]
JYI,[-0.35806504184041565],[-0.28592628240585327]
JZI,[0.38633367460551105],[0.3241914212703705]
JXX,[-0.02766565445920155],[-0.05032771825790405]
JXY,[-0.2813102593254373],[-0.2695348858833313]
JXZ,[-0.188999914209238],[-0.2395520806312561]
JYX,[-0.340400904802481],[-0.31218767166137695]
JYY,[-0.6648234377107922],[-0.5445247888565063]
JYZ,[0.26359431455016225],[0.29558029770851135]
JZX,[0.7875587270091329],[0.9399296641349792]
JZY,[0.3776271654931602],[0.3869861662387848]
JZZ,[0.2695593710882205],[0.2901536524295807]
