,treino,previsto
gamma1,[0.9723752503414661],[0.9722104668617249]
gamma2,[0.3289191945502741],[0.3290690779685974]
gamma3,[0.6037845231084645],[0.6036316752433777]
gamma4,[0.6074942084317443],[0.6069881319999695]
JIX,[-0.004926862482795391],[-0.005934048909693956]
JIY,[-0.4676525538549188],[-0.46714478731155396]
JIZ,[0.27482232288738184],[0.2752622961997986]
JXI,[-0.5150404916324747],[-0.5143243670463562]
JYI,[-0.053662840025089587],[-0.05346633121371269]
JZI,[0.9406722982235067],[0.9392848610877991]
JXX,[-0.8296238699780065],[-0.828656792640686]
JXY,[-0.36524216496358974],[-0.3652035892009735]
JXZ,[0.35288790697896677],[0.3529539704322815]
JYX,[-0.8295173655407848],[-0.8291950225830078]
JYY,[-0.6933649428609245],[-0.6927129030227661]
JYZ,[0.650547699608063],[0.6503884196281433]
JZX,[0.9594457052278216],[0.9585241079330444]
JZY,[-0.3613227125647036],[-0.3611803650856018]
JZZ,[-0.6220620264300913],[-0.6216264367103577]
