,treino,previsto
gamma1,[0.4606660816810936],[0.46048951148986816]
gamma2,[0.961985163786831],[0.9614265561103821]
gamma3,[0.17655246550171377],[0.17629943788051605]
gamma4,[0.6047448911757226],[0.6044283509254456]
JXX,[-0.7432552611528482],[-0.7424025535583496]
JXY,[-0.3032215345335192],[-0.30383723974227905]
JXZ,[0.7594986370688406],[0.7588388323783875]
JYX,[-0.11847555907257856],[-0.1176832765340805]
JYY,[-0.9427359472588261],[-0.9411728978157043]
JYZ,[0.7923633416986142],[0.7923930883407593]
JZX,[-0.7402518531783084],[-0.7394884824752808]
JZY,[0.2825321585235483],[0.28258660435676575]
JZZ,[0.23915971379161394],[0.2404138147830963]
JIX,[-0.08278658122587723],[-0.0819626897573471]
JIY,[0.75573580747802],[0.7564587593078613]
JIZ,[-0.936307039182035],[-0.9351358413696289]
JXI,[-0.43514770769241484],[-0.4346725046634674]
JYI,[0.9235823398396055],[0.9223146438598633]
JZI,[0.32863746890923196],[0.3276185989379883]
