,treino,previsto
gamma1,[0.5123190504571955],[0.5225112438201904]
gamma2,[0.7944608177634946],[0.8422003984451294]
gamma3,[0.6249799602888791],[0.4361424446105957]
gamma4,[0.8248125234140684],[0.37823712825775146]
JIX,[-0.24607539521922805],[-0.13159656524658203]
JIY,[0.8535770154526414],[0.7326428294181824]
JIZ,[0.6868934782644844],[0.562720537185669]
JXI,[-0.5719084600959132],[-0.4691232144832611]
JYI,[0.7434162244908751],[0.8256447911262512]
JZI,[0.2729234915013832],[0.20421239733695984]
JXX,[-0.9152157476835985],[-0.356706827878952]
JXY,[0.9059441202489178],[0.8619487285614014]
JXZ,[-0.4886326635670657],[-0.3636883497238159]
JYX,[-0.388198039461112],[-0.4225945472717285]
JYY,[-0.15183968698754158],[0.128618061542511]
JYZ,[0.17702802805051898],[0.21796691417694092]
JZX,[-0.7512167010322528],[-0.45130452513694763]
JZY,[0.37335460974244605],[0.3789033591747284]
JZZ,[0.6644810467531526],[0.8716294169425964]
