,treino,previsto
gamma1,[0.041880336369846005],[0.060103822499513626]
gamma2,[0.9821934207987782],[0.8457931876182556]
gamma3,[0.9647577811255668],[0.9451670050621033]
gamma4,[0.6539225335338404],[0.6086161136627197]
JIX,[-0.09524089298036276],[-0.03160548210144043]
JIY,[0.11954477216099191],[0.3338276743888855]
JIZ,[0.8484211680474587],[0.658297061920166]
JXI,[-0.06869985980045334],[0.18275724351406097]
JYI,[0.01568254612454223],[0.03984187915921211]
JZI,[0.1747696576997939],[0.22738920152187347]
JXX,[-0.6306793122902468],[-0.6204623579978943]
JXY,[0.023817278083611004],[0.012530055828392506]
JXZ,[0.25976544043360383],[0.5596048831939697]
JYX,[0.5859537450399053],[0.3373102843761444]
JYY,[-0.8117530875415631],[-0.6877991557121277]
JYZ,[-0.393197474750949],[-0.2211044728755951]
JZX,[-0.8186589250163212],[-0.8892439603805542]
JZY,[0.6192890687343551],[0.6530764698982239]
JZZ,[0.38687696508247815],[0.7788146734237671]
