,treino,previsto
gamma1,[0.32815001334865257],[0.3513019382953644]
gamma2,[0.2737581923538134],[0.29724591970443726]
gamma3,[0.6737605112059536],[0.5988700985908508]
gamma4,[0.9727359863624989],[0.6428126692771912]
JIX,[-0.10972154968635439],[0.00354824704118073]
JIY,[-0.4118230353222292],[-0.3159504532814026]
JIZ,[0.8188577481051011],[0.6514649391174316]
JXI,[-0.031387304368323043],[-0.041913386434316635]
JYI,[-0.8259080739809848],[-0.8174350261688232]
JZI,[0.4999159288187607],[0.4651918411254883]
JXX,[-0.849123527714404],[-0.7200832366943359]
JXY,[-0.5949888037030053],[-0.3364584147930145]
JXZ,[-0.8521523054463589],[-0.780841588973999]
JYX,[0.25641529719452016],[0.19275306165218353]
JYY,[0.6850666514970689],[0.7941880226135254]
JYZ,[0.2223887601504444],[0.20808711647987366]
JZX,[-0.555055593525728],[-0.38707733154296875]
JZY,[0.6900198748973474],[0.6540507078170776]
JZZ,[0.7430289704795401],[0.5557947754859924]
