,treino,previsto
gamma1,[0.30821956876132295],[0.33314016461372375]
gamma2,[0.4007024373711281],[0.39542731642723083]
gamma3,[0.8816498189519364],[0.8628730177879333]
gamma4,[0.012715156358592217],[0.011068384163081646]
JIX,[-0.8504124862537785],[-0.8151051998138428]
JIY,[0.5320014716444283],[0.5132589340209961]
JIZ,[0.944187335187751],[0.9364567399024963]
JXI,[-0.16941362221762857],[-0.10862971097230911]
JYI,[0.889752232974109],[0.8990129828453064]
JZI,[-0.1410672442944536],[-0.18146362900733948]
JXX,[0.24322790321746246],[0.22603538632392883]
JXY,[0.8389083130549975],[0.8607332706451416]
JXZ,[-0.5924918257624066],[-0.5555465221405029]
JYX,[-0.920518135049899],[-0.925269603729248]
JYY,[-0.6464582042697216],[-0.6922615766525269]
JYZ,[-0.9300242489872956],[-0.9283263683319092]
JZX,[-0.12107743052932629],[-0.08839232474565506]
JZY,[-0.7539648609946157],[-0.7633132934570312]
JZZ,[-0.8089635298967284],[-0.8295044898986816]
