,treino,previsto
gamma1,[0.9451939145048893],[0.944940447807312]
gamma2,[0.4015909369106695],[0.4013729989528656]
gamma3,[0.998447005087021],[0.9983994960784912]
gamma4,[0.0621927912524467],[0.06212957948446274]
JIX,[0.0439678194249864],[0.0435526967048645]
JIY,[0.6133815542373582],[0.6131523251533508]
JIZ,[0.9209895486477535],[0.9195898771286011]
JXI,[-0.420749244471069],[-0.4201076924800873]
JYI,[0.5322148755959053],[0.5317466855049133]
JZI,[0.4084397336868253],[0.40805238485336304]
JXX,[0.3227661144476608],[0.32274651527404785]
JXY,[-0.7796759021655764],[-0.779699981212616]
JXZ,[-0.9461264424189464],[-0.9455060958862305]
JYX,[-0.23165779091140504],[-0.23124206066131592]
JYY,[0.4927903923327688],[0.49193158745765686]
JYZ,[-0.495232464973556],[-0.49523603916168213]
JZX,[0.003205341136067519],[0.003129775868728757]
JZY,[-0.3651298189085006],[-0.3653604984283447]
JZZ,[0.6926556182568482],[0.6913169622421265]
