,treino,previsto
gamma1,[0.13948974986003737],[0.12891024351119995]
gamma2,[0.163836144803976],[0.19099129736423492]
gamma3,[0.46443579215550523],[0.40420833230018616]
gamma4,[0.8613332758638482],[0.8340068459510803]
JIX,[-0.20502224603708497],[-0.179392471909523]
JIY,[-0.6209768603323691],[-0.5525752902030945]
JIZ,[0.8048786399510626],[0.7096461057662964]
JXI,[0.25107473156469906],[0.3614017367362976]
JYI,[0.05334375453651985],[0.02508954517543316]
JZI,[0.3934534044238047],[0.4291394054889679]
JXX,[0.7049624374714418],[0.6080951690673828]
JXY,[0.37205632722347204],[0.34632211923599243]
JXZ,[-0.7289865579589982],[-0.6746538281440735]
JYX,[0.983481168032575],[0.9531708359718323]
JYY,[-0.7552620814992317],[-0.7237971425056458]
JYZ,[-0.7187700777991153],[-0.6803891658782959]
JZX,[-0.6533605986568296],[-0.670179009437561]
JZY,[-0.17959942931413186],[-0.14479556679725647]
JZZ,[0.33965764099196205],[0.35753053426742554]
