,treino,previsto
gamma1,[0.13948974986003737],[0.11842819303274155]
gamma2,[0.163836144803976],[0.21360431611537933]
gamma3,[0.46443579215550523],[0.3416247069835663]
gamma4,[0.8613332758638482],[0.7687394022941589]
JIX,[-0.20502224603708497],[-0.1627785861492157]
JIY,[-0.6209768603323691],[-0.4435531795024872]
JIZ,[0.8048786399510626],[0.6308839321136475]
JXI,[0.25107473156469906],[0.4658999741077423]
JYI,[0.05334375453651985],[0.02568971924483776]
JZI,[0.3934534044238047],[0.4501052796840668]
JXX,[0.7049624374714418],[0.5428662300109863]
JXY,[0.37205632722347204],[0.3110833466053009]
JXZ,[-0.7289865579589982],[-0.6157320141792297]
JYX,[0.983481168032575],[0.9052141904830933]
JYY,[-0.7552620814992317],[-0.6563096046447754]
JYZ,[-0.7187700777991153],[-0.6483441591262817]
JZX,[-0.6533605986568296],[-0.6896979212760925]
JZY,[-0.17959942931413186],[-0.10358405858278275]
JZZ,[0.33965764099196205],[0.4025270342826843]
