,treino,previsto
gamma1,[0.42217723868822266],[0.42212459444999695]
gamma2,[0.752277576156766],[0.751905620098114]
gamma3,[0.8673128365846117],[0.8670688271522522]
gamma4,[0.5133662267065129],[0.5135064721107483]
JIX,[-0.5802975109269655],[-0.5803647637367249]
JIY,[-0.2292041774699194],[-0.2287018597126007]
JIZ,[-0.6098793712177752],[-0.6093500852584839]
JXI,[-0.208798665868833],[-0.20838403701782227]
JYI,[0.12536156185456337],[0.12569941580295563]
JZI,[0.29162154792135575],[0.2907469570636749]
JXX,[-0.49062788968221094],[-0.48973390460014343]
JXY,[-0.28781508340846984],[-0.28770866990089417]
JXZ,[-0.6434039479658533],[-0.6436152458190918]
JYX,[0.6293799732194609],[0.6290155649185181]
JYY,[-0.4119906324923841],[-0.41130754351615906]
JYZ,[0.7655460513744845],[0.7651142477989197]
JZX,[-0.852570647504473],[-0.8523843884468079]
JZY,[-0.9827666564589634],[-0.9820650219917297]
JZZ,[-0.152297208490475],[-0.15131287276744843]
