,treino,previsto
gamma1,[0.32611987261685993],[0.3179653286933899]
gamma2,[0.07355343057826824],[0.08563176542520523]
gamma3,[0.8415228969062091],[0.833753228187561]
gamma4,[0.6172199559140832],[0.6202088594436646]
JIX,[-0.1829282414910125],[-0.14321978390216827]
JIY,[0.0839440182091924],[0.0859510526061058]
JIZ,[0.7240732329585464],[0.7220993638038635]
JXI,[-0.6466687116091123],[-0.6321488618850708]
JYI,[-0.5496809588437066],[-0.5166642665863037]
JZI,[-0.9418054934637778],[-0.9396447539329529]
JXX,[-0.7666989331142724],[-0.7523638010025024]
JXY,[-0.9823887482258662],[-0.9680348038673401]
JXZ,[-0.6866193298332723],[-0.6694187521934509]
JYX,[0.02742641700535131],[0.012409215793013573]
JYY,[0.9789858207551021],[0.9656617641448975]
JYZ,[0.38702052286287625],[0.42048072814941406]
JZX,[-0.24314685775343814],[-0.25634902715682983]
JZY,[-0.18990452936148783],[-0.22327905893325806]
JZZ,[0.3826192568247586],[0.35904645919799805]
