,treino,previsto
gamma1,[0.041880336369846005],[0.04226711392402649]
gamma2,[0.9821934207987782],[0.9789987802505493]
gamma3,[0.9647577811255668],[0.9619687795639038]
gamma4,[0.6539225335338404],[0.6524507999420166]
JIX,[-0.09524089298036276],[-0.09456200897693634]
JIY,[0.11954477216099191],[0.12138435244560242]
JIZ,[0.8484211680474587],[0.8459398150444031]
JXI,[-0.06869985980045334],[-0.0701335072517395]
JYI,[0.01568254612454223],[0.015613661147654057]
JZI,[0.1747696576997939],[0.17446939647197723]
JXX,[-0.6306793122902468],[-0.6278411149978638]
JXY,[0.023817278083611004],[0.024369586259126663]
JXZ,[0.25976544043360383],[0.2578362226486206]
JYX,[0.5859537450399053],[0.58418869972229]
JYY,[-0.8117530875415631],[-0.8086811900138855]
JYZ,[-0.393197474750949],[-0.39058536291122437]
JZX,[-0.8186589250163212],[-0.817116379737854]
JZY,[0.6192890687343551],[0.617595374584198]
JZZ,[0.38687696508247815],[0.3911161720752716]
