,treino,previsto
gamma1,[0.12640920672312728],[0.12676702439785004]
gamma2,[0.009410839419584538],[0.009332980960607529]
gamma3,[0.7306841520443098],[0.729903519153595]
gamma4,[0.8428419545513766],[0.8418486714363098]
JXX,[-0.7995292644989436],[-0.7992365956306458]
JXY,[0.01785411432893702],[0.01725107990205288]
JXZ,[0.686145857826806],[0.6832535266876221]
JYX,[0.04559862152587302],[0.04691210389137268]
JYY,[0.8894015102484911],[0.887887716293335]
JYZ,[0.7636002670045339],[0.7616701126098633]
JZX,[-0.25807865558248366],[-0.2582610249519348]
JZY,[-0.9985078045366769],[-0.9971910715103149]
JZZ,[0.5105343726506062],[0.5090593099594116]
JIX,[-0.8451564322933918],[-0.8451924324035645]
JIY,[-0.5727664210700234],[-0.571566641330719]
JIZ,[-0.39374332579442917],[-0.39089810848236084]
JXI,[0.8004273658662282],[0.799646258354187]
JYI,[-0.00749501549718401],[-0.009910927154123783]
JZI,[0.4404811417840462],[0.4401128590106964]
