,treino,previsto
gamma1,[0.7976834640931965],[0.7968189120292664]
gamma2,[0.6715515831338204],[0.6708329916000366]
gamma3,[0.04510972210455566],[0.04519655555486679]
gamma4,[0.4658771443546851],[0.46534737944602966]
JIX,[0.09360310707326613],[0.09353264421224594]
JIY,[-0.751762199047689],[-0.7515477538108826]
JIZ,[-0.439812774919055],[-0.4386698603630066]
JXI,[-0.13859556840738407],[-0.13875699043273926]
JYI,[-0.9662104295599947],[-0.9653071165084839]
JZI,[-0.0036095623537208965],[-0.0049049751833081245]
JXX,[0.9040597871742617],[0.9032303690910339]
JXY,[-0.14288133986122675],[-0.1424499750137329]
JXZ,[0.6680513959234107],[0.6669750213623047]
JYX,[0.9200527003028165],[0.9190362691879272]
JYY,[-0.9591939086411334],[-0.9583448171615601]
JYZ,[-0.9739188441020281],[-0.9727337956428528]
JZX,[-0.12798590426185763],[-0.12857075035572052]
JZY,[0.9198433596040032],[0.9193596839904785]
JZZ,[-0.09101376905350467],[-0.08993327617645264]
