,treino,previsto
gamma1,[0.5123190504571955],[0.5202469229698181]
gamma2,[0.7944608177634946],[0.8277094960212708]
gamma3,[0.6249799602888791],[0.5484704971313477]
gamma4,[0.8248125234140684],[0.6482557654380798]
JIX,[-0.24607539521922805],[-0.18821659684181213]
JIY,[0.8535770154526414],[0.8011573553085327]
JIZ,[0.6868934782644844],[0.7013070583343506]
JXI,[-0.5719084600959132],[-0.5509897470474243]
JYI,[0.7434162244908751],[0.7623940706253052]
JZI,[0.2729234915013832],[0.14619804918766022]
JXX,[-0.9152157476835985],[-0.6872750520706177]
JXY,[0.9059441202489178],[0.929617166519165]
JXZ,[-0.4886326635670657],[-0.4528348743915558]
JYX,[-0.388198039461112],[-0.4463517665863037]
JYY,[-0.15183968698754158],[-0.03105722926557064]
JYZ,[0.17702802805051898],[0.1746811866760254]
JZX,[-0.7512167010322528],[-0.6383650898933411]
JZY,[0.37335460974244605],[0.399208128452301]
JZZ,[0.6644810467531526],[0.6599482893943787]
