,treino,previsto
gamma1,[0.23225271643321965],[0.2322307825088501]
gamma2,[0.23269495139955365],[0.23299375176429749]
gamma3,[0.04233541665118867],[0.04231741279363632]
gamma4,[0.9975612088693158],[0.9962100982666016]
JIX,[-0.6701010403336041],[-0.6692822575569153]
JIY,[0.3795338484351347],[0.3789224624633789]
JIZ,[0.26999988080944126],[0.2698715627193451]
JXI,[-0.04179905588509758],[-0.04209669306874275]
JYI,[-0.5679713042121943],[-0.5682026147842407]
JZI,[0.5852667164004928],[0.5851980447769165]
JXX,[0.6157086039068553],[0.6149178147315979]
JXY,[0.02491247927518625],[0.02445119619369507]
JXZ,[0.010168306940023353],[0.010239440947771072]
JYX,[-0.527887273007579],[-0.5275893211364746]
JYY,[-0.9936387387794057],[-0.9931755661964417]
JYZ,[-0.2579066167357844],[-0.25755083560943604]
JZX,[0.17072499436424837],[0.17115092277526855]
JZY,[-0.8614704736333774],[-0.8604705929756165]
JZZ,[0.5875020437139302],[0.5875570774078369]
