,treino,previsto
gamma1,[0.8133552610220813],[0.8133496046066284]
gamma2,[0.5073148980567306],[0.5072585940361023]
gamma3,[0.8356936602931708],[0.835931658744812]
gamma4,[0.1828740263841231],[0.18286947906017303]
JIX,[0.598230738233454],[0.5980697274208069]
JIY,[-0.34818771187492725],[-0.348262757062912]
JIZ,[-0.5190129698346531],[-0.5190082788467407]
JXI,[0.6451117387363627],[0.6450090408325195]
JYI,[-0.7698749260257931],[-0.7700185179710388]
JZI,[-0.047526449664778925],[-0.04735995829105377]
JXX,[0.11578945815114117],[0.11563749611377716]
JXY,[0.22266613301352445],[0.22259247303009033]
JXZ,[-0.7090570694820459],[-0.7090044617652893]
JYX,[0.2613011697101677],[0.26154544949531555]
JYY,[0.0012395531300626317],[0.0010329631622880697]
JYZ,[0.7022376698246666],[0.7023053169250488]
JZX,[-0.9432975078310775],[-0.943413496017456]
JZY,[0.9143518581561754],[0.9144156575202942]
JZZ,[-0.6546403051549412],[-0.6547648310661316]
