,treino,previsto
gamma1,[0.7863044343329872],[0.7795871496200562]
gamma2,[0.9717550117964577],[0.9607705473899841]
gamma3,[0.028791618843824085],[0.028991835191845894]
gamma4,[0.9378945220576308],[0.9234973192214966]
JXX,[0.5288222950287738],[0.5234904885292053]
JXY,[-0.9165274392042873],[-0.9067668914794922]
JXZ,[0.36678988670422896],[0.36370348930358887]
JYX,[0.005474927598498214],[0.004061835817992687]
JYY,[0.2708874110817623],[0.267934650182724]
JYZ,[0.9074652976162696],[0.897371232509613]
JZX,[0.9735150597652436],[0.960960865020752]
JZY,[-0.18171866659490643],[-0.17440013587474823]
JZZ,[0.6882869035295207],[0.6833499670028687]
JIX,[0.49458253244656714],[0.4859742522239685]
JIY,[-0.5944947353081806],[-0.5887739658355713]
JIZ,[-0.5896826918056928],[-0.5863157510757446]
JXI,[0.2015142521860358],[0.19818823039531708]
JYI,[-0.8864854257125787],[-0.8764764070510864]
JZI,[0.5526572011585595],[0.5530861020088196]
