,treino,previsto
gamma1,[0.4438774447470737],[0.4434853196144104]
gamma2,[0.9596160635365508],[1.0061596632003784]
gamma3,[0.9712559648074823],[0.9254196286201477]
gamma4,[0.8383626047485429],[0.813302755355835]
JIX,[0.36400912117595574],[0.18522429466247559]
JIY,[-0.8167947838408722],[-0.918641209602356]
JIZ,[0.2356326977228047],[0.767764687538147]
JXI,[0.6838398091019124],[0.645194947719574]
JYI,[0.6691005771521796],[0.6453476548194885]
JZI,[0.030035451582698824],[0.028943588957190514]
JXX,[0.26207593059135315],[0.24156315624713898]
JXY,[-0.2615403318741629],[-0.40253451466560364]
JXZ,[0.05603724403844934],[-0.139058455824852]
JYX,[-0.7842866333945362],[-0.5856515765190125]
JYY,[0.365899867666593],[0.3989607095718384]
JYZ,[0.20133672349955978],[0.3135175108909607]
JZX,[-0.43615095428719],[-0.34463682770729065]
JZY,[-0.24285431246360178],[-0.12998811900615692]
JZZ,[0.4722630742673428],[0.25749096274375916]
