,treino,previsto
gamma1,[0.8987383567957395],[0.7554908394813538]
gamma2,[0.5675682084836022],[0.5043461322784424]
gamma3,[0.230046952051981],[0.2318975329399109]
gamma4,[0.523269597544914],[0.4654601812362671]
JIX,[-0.2963074883442347],[-0.6763292551040649]
JIY,[-0.13962750801980395],[-0.14593492448329926]
JIZ,[-0.0926582728208516],[-0.29309090971946716]
JXI,[-0.31306051824349357],[-0.36066246032714844]
JYI,[0.024888729848817848],[-0.023267552256584167]
JZI,[-0.21516919708905635],[0.3130350410938263]
JXX,[-0.9181825549143148],[-0.8787806630134583]
JXY,[-0.16293478520770655],[-0.16414983570575714]
JXZ,[-0.9526802754794608],[-0.901528000831604]
JYX,[-0.7950883060600384],[-0.7013139724731445]
JYY,[-0.47238671865091586],[-0.539354145526886]
JYZ,[0.9311461864746311],[0.8055226802825928]
JZX,[-0.036894444765783074],[-0.4051043391227722]
JZY,[0.09337554885649313],[0.33156582713127136]
JZZ,[0.8348075571017148],[0.7989271283149719]
