,treino,previsto
gamma1,[0.4494007558523254],[0.4493604302406311]
gamma2,[0.20865257233244294],[0.20874738693237305]
gamma3,[0.316903983245593],[0.3169369399547577]
gamma4,[0.9086358448961127],[0.9084039926528931]
JIX,[0.8112793523490414],[0.8112499117851257]
JIY,[0.3725083140534051],[0.37229326367378235]
JIZ,[0.5330185127252884],[0.5332247018814087]
JXI,[0.8092324756265472],[0.8090003132820129]
JYI,[-0.4803451050220462],[-0.48000985383987427]
JZI,[0.2714517392119784],[0.271336168050766]
JXX,[0.8098913893329576],[0.8098472952842712]
JXY,[0.7442607481394212],[0.7442237734794617]
JXZ,[0.14588133849844365],[0.14578336477279663]
JYX,[-0.6612438257488602],[-0.6611266732215881]
JYY,[-0.17695387591808664],[-0.1771225780248642]
JYZ,[0.9876760255546593],[0.9876372218132019]
JZX,[-0.7935044001776401],[-0.7933887243270874]
JZY,[-0.36172170230142053],[-0.36149707436561584]
JZZ,[0.9000782159070004],[0.9001423716545105]
