,treino,previsto
gamma1,[0.5142391923392725],[0.5139528512954712]
gamma2,[0.12719542493136293],[0.1273019164800644]
gamma3,[0.822504261347236],[0.8212038278579712]
gamma4,[0.4384186353936572],[0.4377099871635437]
JXX,[0.8672964754196031],[0.8660066723823547]
JXY,[-0.2971753162130415],[-0.2972099184989929]
JXZ,[-0.11667111811504105],[-0.11603847146034241]
JYX,[-0.08656606787375187],[-0.08608347922563553]
JYY,[0.848272819486878],[0.8477068543434143]
JYZ,[-0.10800306244401559],[-0.1073983907699585]
JZX,[-0.37329493047038453],[-0.3722706437110901]
JZY,[0.005433166393849609],[0.005658866371959448]
JZZ,[-0.993975301245287],[-0.9931147694587708]
JIX,[0.7194568903837308],[0.7187334299087524]
JIY,[0.03055965702624408],[0.029332546517252922]
JIZ,[-0.7727784317840369],[-0.7704226970672607]
JXI,[-0.7587698727847505],[-0.7585506439208984]
JYI,[-0.3817575397810242],[-0.38077646493911743]
JZI,[0.7508252688674453],[0.7511228322982788]
