,treino,previsto
gamma1,[0.15715716159662585],[0.14659161865711212]
gamma2,[0.23801220246653276],[0.23295152187347412]
gamma3,[0.11094752797801466],[0.11330187320709229]
gamma4,[0.5062690516689823],[0.511745810508728]
JIX,[-0.0739852843699571],[-0.06051899492740631]
JIY,[-0.2533761372099159],[-0.26188573241233826]
JIZ,[-0.7229211749710895],[-0.6713261604309082]
JXI,[0.7331236999726827],[0.7539170384407043]
JYI,[-0.9871298918377533],[-0.9803368449211121]
JZI,[0.005564160104416738],[-0.022495903074741364]
JXX,[0.7965959400638762],[0.851477861404419]
JXY,[-0.838370705633998],[-0.8487404584884644]
JXZ,[0.10854093635657214],[0.0491400770843029]
JYX,[0.2333000853672369],[0.21587713062763214]
JYY,[-0.9182084690303769],[-0.8823431730270386]
JYZ,[-0.2419607912091286],[-0.25376197695732117]
JZX,[0.4069607845874941],[0.44455206394195557]
JZY,[-0.09595815909994854],[-0.08736753463745117]
JZZ,[0.4501307371644181],[0.48421964049339294]
