,treino,previsto
gamma1,[0.7680181487450805],[0.7677999138832092]
gamma2,[0.20386952877685705],[0.20389117300510406]
gamma3,[0.17846076295399127],[0.17848941683769226]
gamma4,[0.18859491417448548],[0.18853700160980225]
JIX,[-0.7086614897917394],[-0.7083808779716492]
JIY,[-0.0901459909719573],[-0.09001319855451584]
JIZ,[0.5415676113180443],[0.5416248440742493]
JXI,[0.4110264538680559],[0.41069498658180237]
JYI,[0.4639179460665115],[0.4638162851333618]
JZI,[-0.1329711302091925],[-0.13282297551631927]
JXX,[0.6000409142668555],[0.5999149680137634]
JXY,[0.0658028292851427],[0.06567724794149399]
JXZ,[-0.8396925816429961],[-0.839532732963562]
JYX,[-0.08810823763286568],[-0.08797048777341843]
JYY,[-0.9042249670801166],[-0.9040712714195251]
JYZ,[0.865924800150101],[0.8659167885780334]
JZX,[0.8941560120058878],[0.8937473893165588]
JZY,[-0.3292984481199799],[-0.32914507389068604]
JZZ,[-0.38118814171993165],[-0.3811168968677521]
