,treino,previsto
gamma1,[0.4000793027167511],[0.39554446935653687]
gamma2,[0.2487457597737761],[0.20272913575172424]
gamma3,[0.13798799437073161],[0.08586617559194565]
gamma4,[0.4232457334469961],[0.36137324571609497]
JIX,[-0.8662320473144967],[-1.0903874635696411]
JIY,[-0.17351436714348134],[-0.19467295706272125]
JIZ,[-0.7789905321077226],[-0.5109732151031494]
JXI,[0.504222922837068],[0.5215628147125244]
JYI,[0.0225702197513038],[0.13821589946746826]
JZI,[-0.9006520110389387],[-0.9320793151855469]
JXX,[-0.9103850311286859],[-0.7053931951522827]
JXY,[0.4718687724460289],[0.48726117610931396]
JXZ,[-0.6913005045828078],[-0.6393144726753235]
JYX,[0.4674897796719699],[0.47870561480522156]
JYY,[0.26088743725565666],[0.12252430617809296]
JYZ,[0.008558276581305035],[0.14692984521389008]
JZX,[0.7115964277308915],[0.6556054353713989]
JZY,[0.20511445829206787],[0.1389186978340149]
JZZ,[0.14671333687288302],[0.3440970182418823]
