,treino,previsto
gamma1,[0.6486196600598926],[0.6239303350448608]
gamma2,[0.3600039055970481],[0.34737443923950195]
gamma3,[0.7436517163788576],[0.6915209293365479]
gamma4,[0.3870233101693551],[0.26123499870300293]
JIX,[0.5203229566195489],[0.4511593282222748]
JIY,[0.027633204606499318],[-0.0369398333132267]
JIZ,[0.9942043682387769],[0.9278264045715332]
JXI,[0.07844212328817135],[-0.08177096396684647]
JYI,[0.8711112121391873],[0.8901951313018799]
JZI,[-0.7433546640431199],[-0.782265305519104]
JXX,[-0.012052371670506545],[0.09933598339557648]
JXY,[-0.7209990500522725],[-0.604309618473053]
JXZ,[-0.974270856363531],[-0.9459024667739868]
JYX,[-0.8303830380614758],[-0.7807003259658813]
JYY,[-0.4467194556101548],[-0.3322947919368744]
JYZ,[-0.6123969250196721],[-0.5078373551368713]
JZX,[0.1360202390272387],[0.07141728699207306]
JZY,[0.058337161073580335],[-0.14807185530662537]
JZZ,[-0.6104254479830256],[-0.5546468496322632]
