,treino,previsto
gamma1,[0.23225271643321965],[0.2601006031036377]
gamma2,[0.23269495139955365],[0.2738751471042633]
gamma3,[0.04233541665118867],[0.06058039516210556]
gamma4,[0.9975612088693158],[0.7809686064720154]
JIX,[-0.6701010403336041],[-0.42781132459640503]
JIY,[0.3795338484351347],[0.3914684057235718]
JIZ,[0.26999988080944126],[0.49037328362464905]
JXI,[-0.04179905588509758],[-0.08628761768341064]
JYI,[-0.5679713042121943],[-0.7113904356956482]
JZI,[0.5852667164004928],[0.47594156861305237]
JXX,[0.6157086039068553],[0.686627984046936]
JXY,[0.02491247927518625],[-0.14317527413368225]
JXZ,[0.010168306940023353],[0.08623716235160828]
JYX,[-0.527887273007579],[-0.4759458899497986]
JYY,[-0.9936387387794057],[-0.9340932369232178]
JYZ,[-0.2579066167357844],[-0.16135051846504211]
JZX,[0.17072499436424837],[0.17702539265155792]
JZY,[-0.8614704736333774],[-0.5367027521133423]
JZZ,[0.5875020437139302],[0.5721852779388428]
