,treino,previsto
gamma1,[0.8419027314789557],[1.1059683561325073]
gamma2,[0.5995547289462685],[0.6158767938613892]
gamma3,[0.9174626648558603],[0.7808693051338196]
gamma4,[0.9721691074362717],[0.568668782711029]
JIX,[0.07816312921162116],[0.7584791779518127]
JIY,[-0.42160711272055895],[-0.5516907572746277]
JIZ,[-0.9399261828977459],[-1.035107970237732]
JXI,[0.3072715077855237],[-0.29143980145454407]
JYI,[-0.5799826089005378],[-0.11025034636259079]
JZI,[-0.48544605004078156],[-0.44350093603134155]
JXX,[-0.20560347473354512],[-0.6307034492492676]
JXY,[0.2831563075493455],[0.23856307566165924]
JXZ,[0.9776224208074429],[0.7028769254684448]
JYX,[-0.07693397987474992],[-0.0010963180102407932]
JYY,[0.9869700152033374],[0.8186378479003906]
JYZ,[0.9851439883172557],[1.5195082426071167]
JZX,[-0.5146489288531135],[-0.23974524438381195]
JZY,[-0.8547097742573173],[-0.8186136484146118]
JZZ,[-0.680197955540764],[-0.9640714526176453]
